"Cluster","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Up","Human Diseases","Infectious disease: parasitic","mmu05143","African trypanosomiasis","14/1425","39/9575",0.358974358974359,2.41205578047683,3.69467612933913,0.000951409363396526,0.00352769763956015,0.0021379985694304,"14103/18796/16176/22329/16193/18751/16775/15894/16173/81897/17874/14063/16644/21926",14
"Up","Metabolism","Glycan biosynthesis and metabolism","mmu00601","Glycosphingolipid biosynthesis - lacto and neolacto series","11/1425","27/9575",0.407407407407407,2.73749187784275,3.78027852699052,0.000994201625133049,0.00364540595882118,0.00220933694474011,"14594/26877/53418/14343/14344/56546/72297/14345/239559/108105/56375",11
"Up","Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","22/1425","76/9575",0.289473684210526,1.94506001846722,3.45861787789163,0.0012024414190075,0.00436050184914808,0.00264272839342308,"20846/23797/19361/13555/73341/18033/21812/12578/18707/12571/21803/17873/12567/21813/22059/18806/20848/21809/19354/12018/12575/17126",22
"Up","Human Diseases","Cancer: specific types","mmu05218","Melanoma","21/1425","72/9575",0.291666666666667,1.95979532163743,3.41814004017248,0.00138590382779352,0.00497117677360721,0.00301283440824679,"23797/14178/13555/14173/18176/12578/18707/12571/15234/18595/18590/17873/16000/12567/71785/14172/22059/18591/12018/12575/18596",21
"Up","Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","36/1425","148/9575",0.243243243243243,1.63442389758179,3.25236274153857,0.00156916751220378,0.00556801375298114,0.00337455378968554,"16178/16177/17970/23797/16176/21824/17395/22329/18033/16476/18707/17969/18590/11461/12391/18791/15368/17390/15894/23939/22059/20296/20293/16416/70405/13614/13039/17260/20969/14281/19354/18591/19094/26415/21926/225884",36
"Up","Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer","24/1425","88/9575",0.272727272727273,1.83253588516746,3.28061440352653,0.00182615736427002,0.00637488951528782,0.00386356940320474,"23797/12125/18176/21812/16476/18707/13874/11839/170770/21803/17873/21813/21414/22059/12006/11799/14281/21809/17869/19354/12018/12575/58801/17126",24
"Up","Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction","35/1425","144/9575",0.243055555555556,1.63316276803119,3.2010546009994,0.00183519546652225,0.00637488951528782,0.00386356940320474,"51801/18783/18796/228785/54652/54195/60596/277753/13118/435802/18782/26970/109624/11468/12288/232889/19222/116903/18751/69836/11540/13617/11513/16531/234889/16533/11548/70405/13614/104111/17886/107589/16440/19091/11475",35
"Up","Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","50/1425","226/9575",0.221238938053097,1.48657040832169,3.09522818955572,0.00210325118364409,0.00722992594377657,0.00438177329925853,"16178/22029/20375/17395/21939/12608/12428/17349/14129/18033/18124/16193/18590/14255/15396/12444/56312/16409/17873/16000/15364/18791/17095/14939/17392/11796/14247/12047/12044/12045/21813/17268/19696/12981/22059/18053/17260/18109/20471/17869/16185/16421/12524/80859/12394/12018/12575/12393/12475/15242",50
"Up","Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia","20/1425","70/9575",0.285714285714286,1.91979949874687,3.22954594464024,0.00234166545645013,0.00796649072812932,0.00482817619886626,"23797/20375/12428/14129/18176/18033/18707/14255/16409/13685/12047/12044/12045/21414/12981/20848/17869/12394/18712/12475",20
"Up","Human Diseases","Cancer: specific types","mmu05214","Glioma","21/1425","75/9575",0.28,1.88140350877193,3.20419503759171,0.00242191464947867,0.00815542688089757,0.00494268295811974,"23797/227541/271849/13555/18176/12578/18707/12571/18595/18590/18751/216148/17873/16000/12567/22059/70405/18591/12018/12575/18596",21
"Up","Organismal Systems","Immune system","mmu04664","Fc epsilon RI signaling pathway","19/1425","66/9575",0.287878787878788,1.93434343434343,3.18483121798764,0.00271044016723494,0.00903480055744982,0.00547563670148474,"16331/18783/14127/23797/12229/18176/17096/18707/11690/232889/16797/16822/12981/20963/19354/19094/26415/21926/22324",19
"Up","Organismal Systems","Endocrine system","mmu04924","Renin secretion","21/1425","76/9575",0.276315789473684,1.85664819944598,3.13505885316459,0.00288753170111311,0.00943450951848839,0.00571788455665963,"18796/54652/54195/60596/12722/80797/229927/19092/11517/12288/54611/13617/16531/19217/234889/14678/70405/13614/19219/18574/16440",21
"Up","Human Diseases","Cancer: specific types","mmu05220","Chronic myeloid leukemia","21/1425","76/9575",0.276315789473684,1.85664819944598,3.13505885316459,0.00288753170111311,0.00943450951848839,0.00571788455665963,"23797/271849/13555/18176/18033/21812/12578/18707/12571/21803/216148/17873/12567/21813/22059/18035/21809/17869/12394/12018/12575",21
"Up","Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","21/1425","77/9575",0.272727272727273,1.83253588516746,3.06695625477106,0.00342604124818301,0.0110842510970627,0.00671772793761375,"14268/18000/271849/18707/242894/52398/11461/11867/12391/56212/16202/83767/216148/16412/22330/20362/140580/24050/16402/15163/12488",21
"Up","Organismal Systems","Environmental adaptation","mmu04713","Circadian entrainment","25/1425","99/9575",0.252525252525253,1.69679248626617,2.91396190308805,0.00458152583206208,0.014678674995927,0.00889616666419821,"16524/18796/14696/54195/60596/19092/66066/11517/12288/14812/14709/20190/18751/11513/14702/234889/14802/14678/19416/14710/70405/104111/14281/16440/19091",25
"Up","Organismal Systems","Nervous system","mmu04724","Glutamatergic synapse","28/1425","116/9575",0.241379310344828,1.62189957652753,2.81774691093275,0.00552979650528297,0.0174964042142659,0.0106038813419793,"18783/20511/18796/14696/14807/320129/66066/12288/14812/232889/14709/18751/20513/216456/26558/12286/11513/14702/14802/14678/13385/18806/14710/104111/105727/67760/14805/16440",28
"Up","Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance","21/1425","80/9575",0.2625,1.76381578947368,2.86854376423998,0.00556703770453916,0.0174964042142659,0.0106038813419793,"23797/271849/12125/14173/16194/18176/18707/15234/16193/18595/18590/26362/18751/216148/16000/13685/211323/71785/20848/18591/18596",21
"Up","Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","32/1425","139/9575",0.23021582733813,1.54688880474568,2.71573760793788,0.00674907423344429,0.0210112688399681,0.0127341023272534,"23797/23796/18796/228785/14696/18176/21812/20750/18787/66066/110891/14709/20190/20130/14219/18791/11513/14702/14678/320207/18126/14710/20698/70405/17260/104111/30955/107589/16440/13653/17126/11475",32
"Up","Human Diseases","Cancer: specific types","mmu05226","Gastric cancer","34/1425","150/9575",0.226666666666667,1.52304093567251,2.6997028786334,0.00687105401346101,0.0211911011630106,0.0128430916139458,"22420/22409/23797/271849/14178/13555/14173/18176/12557/21812/12579/22417/18707/15234/22421/21803/12447/27412/216148/17873/21813/14172/21414/22059/57265/12006/21752/21809/17869/22410/12018/12575/17126/212398",34
"Up","Metabolism","Glycan biosynthesis and metabolism","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series","7/1425","17/9575",0.411764705882353,2.76676986584107,3.04857069283487,0.00787145658952824,0.0240516729124474,0.0145767714620893,"227671/14343/14344/56546/15211/20442/239559",7
"Up","Human Diseases","Cancer: specific types","mmu05224","Breast cancer","33/1425","147/9575",0.224489795918367,1.50841389187254,2.59741670010915,0.00889438464714363,0.0266517899246065,0.016152599954307,"22420/22409/23797/271849/14178/13555/14173/18176/16476/56198/22417/18707/12571/22421/27412/216148/17873/16000/12567/21943/14172/21414/22059/12189/57265/12006/14281/17869/22410/12018/12575/212398/18034",33
"Up","Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway","35/1425","158/9575",0.221518987341772,1.48845214301577,2.58862783647754,0.0089149936882214,0.0266517899246065,0.016152599954307,"22420/22409/12156/242316/21812/22417/22629/269643/11839/18787/11461/22421/12444/170770/21803/21677/14219/16414/93960/11796/21813/21414/13385/57265/12006/11799/72293/319710/21809/17869/27373/22410/20583/17126/93737",35
"Up","Human Diseases","Cancer: specific types","mmu05217","Basal cell carcinoma","17/1425","63/9575",0.26984126984127,1.81314397103871,2.70755407842266,0.00896469297464037,0.0266517899246065,0.016152599954307,"22420/22409/12156/19207/22417/22421/16576/17873/14632/21414/22059/57265/12006/14634/22410/12018/12575",17
"Up","Organismal Systems","Immune system","mmu04613","Neutrophil extracellular trap formation","44/1425","209/9575",0.210526315789474,1.4145891043398,2.53389894144058,0.00951914152086736,0.0280474705525556,0.0169984670015489,"17970/20344/246256/14131/23797/15139/18796/13058/170744/170743/99571/14161/110135/24088/14129/18033/21898/18602/18707/20345/17969/11461/56644/12273/18751/16408/16409/404634/16414/12362/12363/64008/16416/20963/79221/69146/17972/19354/19094/56233/14293/14289/26415/12266",44
"Up","Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway","37/1425","172/9575",0.215116279069767,1.44543043655651,2.46482581648879,0.0117621371498941,0.0343496040660624,0.0208179418582196,"27222/98660/23797/18796/228785/54652/54195/60596/242202/18386/19092/231991/12288/54611/110891/22323/232975/208677/13617/11513/16531/73181/14463/234889/14678/16533/11548/320207/70405/17260/104111/30955/12062/16644/107589/16440/19091",37
"Up","Human Diseases","Immune disease","mmu05322","Systemic lupus erythematosus","33/1425","150/9575",0.22,1.47824561403509,2.46848950597763,0.0120466640958013,0.0348719223825828,0.0211344984136865,"12487/246256/14131/15139/21939/14129/12260/12262/12259/50909/50908/667277/317677/14812/404634/109711/12274/109828/12524/12519/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/12268/21926/12266",33
"Up","Organismal Systems","Nervous system","mmu04730","Long-term depression","16/1425","60/9575",0.266666666666667,1.79181286549708,2.57258138156719,0.012409262656544,0.0356091884926914,0.0215813263592069,"18783/18796/54195/60596/18176/17096/19092/232889/20190/18751/16000/12286/234889/14678/16440/19091",16
"Up","Organismal Systems","Digestive system","mmu04970","Salivary secretion","21/1425","87/9575",0.241379310344828,1.62189957652753,2.43650826416237,0.0149643393656411,0.0423179697883322,0.025647254417171,"27222/98660/18796/54195/60596/19092/64177/16534/232975/18751/17833/17105/17110/11513/16531/234889/11548/70405/104111/16440/19091",21
"Up","Environmental Information Processing","Signal transduction","mmu04020","Calcium signaling pathway","51/1425","255/9575",0.2,1.34385964912281,2.32711952018917,0.015003643834045,0.0423179697883322,0.025647254417171,"15559/12767/12372/227541/18796/14178/228785/54652/58861/14205/14173/18049/19204/15565/15234/18595/18439/269717/18590/18430/12288/14812/110891/20190/18751/233979/11540/14676/13617/12286/11513/73181/71785/14172/11548/18126/20698/70405/15466/18212/14062/104111/12062/14573/18591/18574/107589/16440/18596/14675/15566",51
"Up","Organismal Systems","Development and regeneration","mmu04360","Axon guidance","38/1425","181/9575",0.209944751381215,1.41068139963168,2.33235354304287,0.0158447767538931,0.0443116638032605,0.0268555538201579,"20353/12767/18846/18481/22065/13639/18176/13841/22417/13836/18707/108151/20346/20348/65254/16885/13848/20355/20130/244058/14159/16202/107449/13637/54712/117600/16412/73181/14678/237860/107448/20356/19354/223881/13837/19876/13640/93737",38
"Up","Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series","6/1425","15/9575",0.4,2.68771929824561,2.73521984731965,0.0161194820277411,0.0447010846147442,0.0270915664331783,"20448/50935/26938/14421/15211/20442",6
"Up","Human Diseases","Infectious disease: viral","mmu05171","Coronavirus disease - COVID-19","64/1425","334/9575",0.191616766467066,1.28753020275239,2.23651882616036,0.0177035648956906,0.0486848034631493,0.0295059414928177,"20846/56489/20344/14131/15139/71586/16176/13058/170744/170743/99571/14161/110135/24088/16194/18033/230073/21898/16476/12260/12262/12259/18707/100038882/16193/15945/246728/246727/23961/23960/246730/12267/50909/50908/667277/317677/12273/18751/16391/12362/17392/214763/17874/12981/216799/20296/20293/12985/20848/74145/20963/18035/14281/12274/109828/19094/17174/17857/17858/26415/12268/21926/12266/72512",64
"Down","Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation","92/1010","141/9575",0.652482269503546,6.18566111930342,21.3014647396077,5.23191545529634e-56,1.73699593115839e-53,1.31623978296403e-53,"12859/66495/227197/67273/338375/66052/226646/11949/68375/228033/68349/84682/67126/104130/54405/66142/66046/66377/11950/74776/230075/66576/67680/11958/12861/57423/17992/68202/140494/76252/13063/110935/11973/66108/66091/12865/110323/11944/68197/67003/70316/12869/66043/75406/66594/66414/11947/67184/66916/12857/66925/12858/12866/22273/66152/22272/69802/11951/71679/66694/67530/407785/66945/12867/68775/12864/66218/66445/67130/68194/100041273/100042503/11964/11957/28080/68342/78330/72900/17991/11946/225887/17995/12868/226139/67264/17716/17717/17708/17719/17721/17722/17711",92
"Down","Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species","110/1010","229/9575",0.480349344978166,4.55380690907519,18.691424248309,3.82106073767935e-48,6.34296082454772e-46,4.80649219108086e-46,"14859/12859/66495/227197/67273/66447/66052/226646/11949/68375/228033/68349/12359/84682/67126/104130/11740/54405/66142/66046/66377/11950/68312/13645/230075/66576/58810/67680/26414/231583/12861/17992/68202/66108/66091/13107/12865/110323/50490/68197/67003/70316/13106/12869/56484/103140/14872/66043/75406/66594/66414/11947/67184/66916/18104/12857/105675/13850/66925/12858/13076/14857/100042314/14858/12866/171429/22273/66152/22333/22272/11951/71679/77337/66694/67530/407785/66945/12867/12864/66218/66445/67130/68194/100041273/100042503/11957/20655/28080/12408/20656/68342/78330/71932/22339/72900/17991/11946/225887/17995/12868/12675/67264/68214/17716/17717/17708/17719/17721/17722/17711",110
"Down","Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy","101/1010","217/9575",0.465437788018433,4.41244239631336,17.4601266784839,1.25515700651739e-42,1.38904042054591e-40,1.05257026160581e-40,"12859/66495/227197/67273/70456/66052/226646/11949/68375/228033/68349/18795/84682/67126/104130/11740/54405/66142/18597/66046/66377/11950/230075/12896/66576/67680/56717/18762/12491/26414/12861/11938/17992/68202/14433/66108/232493/66091/12865/110323/68197/67003/70316/12869/16334/66043/75406/66594/66414/11947/67184/66916/12857/68263/105675/66925/12858/12866/22273/66152/22333/22272/20528/18604/11951/11421/71679/20191/66694/67530/407785/66945/12867/12864/66218/66445/67130/19013/12895/68194/100041273/100042503/11957/28080/55951/68342/78330/72900/17991/11946/225887/17995/12868/67264/17716/17717/17708/17719/17721/17722/17711",101
"Down","Organismal Systems","Environmental adaptation","mmu04714","Thermogenesis","99/1010","238/9575",0.415966386554622,3.94344371411931,15.790077056199,1.50614031113778e-36,1.25009645824436e-34,9.47282985162972e-35,"12859/66495/227197/67273/271639/66052/226646/11949/68375/228033/68349/84682/67126/104130/54405/66142/66046/66377/11950/76947/68493/230075/108079/12896/66576/12163/67680/56717/19017/11958/12861/57423/17992/68202/23945/66108/66091/12865/110323/68197/67003/70316/12869/66043/75406/66594/66414/11947/14081/67184/22227/66916/12857/67892/66925/12858/12866/22273/66152/22272/69802/11951/71679/66694/67530/407785/66945/12867/66272/70127/214663/12864/66218/66445/67130/12895/68194/100041273/100042503/11957/28080/68342/78330/72900/17991/11946/12894/225887/17995/12868/226139/67264/17716/17717/17708/17719/17721/17722/17711",99
"Down","Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease","101/1010","274/9575",0.368613138686131,3.49452554744526,14.3860687065253,6.07298261009189e-32,4.03246045310102e-30,3.05566914486729e-30,"12859/66495/227197/22145/67273/66052/226646/11949/68375/228033/68349/84682/67126/104130/11740/54405/66142/66046/66377/11950/67547/230075/66576/68943/67680/170731/57320/26414/12861/22190/17992/68202/13063/66108/66091/12865/110323/68197/67003/70316/12869/66043/75406/66594/66414/11947/72002/110877/67184/66916/12857/105675/66925/12858/75600/12866/22273/66152/22333/22272/11951/22123/17762/69806/71679/66694/67530/407785/66945/12867/12864/66218/66445/56551/67130/66725/68015/68194/100041273/100042503/11957/20655/28080/50873/68342/78330/74764/72900/17991/11946/225887/17995/12868/67264/17716/17717/17708/17719/17721/17722/17711",101
"Down","Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation","43/1010","57/9575",0.754385964912281,7.15172833072781,15.9957806696407,7.85605596764687e-31,4.34701763543127e-29,3.29403048468e-29,"227095/71724/56752/56357/15108/72039/13171/15107/11364/72535/15356/97212/231086/11409/11669/78894/58875/12035/12039/12036/73724/66885/93747/257633/110821/66948/110446/12040/66904/235674/11992/78038/208715/13382/104776/67041/268782/268860/74147/110460/17850/110695/52538",43
"Down","Metabolism","Global and overview maps","mmu01200","Carbon metabolism","62/1010","122/9575",0.508196721311475,4.81780555104691,14.5731221891681,3.74747217985166e-29,1.77737251958679e-27,1.34683586614217e-27,"227095/66052/14194/12359/170718/68738/60525/15929/18655/18597/110639/56185/11428/230163/67680/80911/11409/17448/56451/20917/14433/73724/269951/109264/93747/108037/14719/68133/68263/14661/20916/13885/110821/66925/235339/110446/67834/17436/66904/235582/434437/56012/18293/17449/20425/11676/11430/14121/66945/13382/104776/78920/76282/11429/18642/110460/17850/18563/225913/104174/18648/14718",62
"Down","Human Diseases","Neurodegenerative disease","mmu05020","Prion disease","96/1010","273/9575",0.351648351648352,3.33369600696333,13.4332517501991,1.65318001008343e-28,6.86069704184622e-27,5.19881608434131e-27,"12859/66495/227197/22145/67273/66052/226646/11949/69379/68375/228033/68349/84682/67126/104130/11740/54405/66142/66046/66377/11950/230075/242443/230558/66576/67680/26414/12861/17992/68202/13063/66108/66091/12865/110323/68197/67003/70316/12869/170483/66043/75406/66594/66414/11947/67184/66916/12857/105675/66925/12858/12866/22273/66152/22333/22272/11951/22123/14813/71679/20191/66694/67530/407785/66945/12867/12864/66218/66445/67130/68194/100041273/100042503/17968/11957/20655/28080/68342/78330/15511/193740/74764/72900/17991/11946/225887/17995/12868/67264/17716/17717/17708/17719/17721/17722/17711",96
"Down","Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","70/1010","162/9575",0.432098765432099,4.09638186040826,13.6487131765152,2.9605473223957e-27,1.09211301226152e-25,8.27568198891897e-26,"12859/66495/227197/67273/66052/226646/68375/68349/84682/104130/54405/66142/66046/66377/230075/108079/66576/67680/26414/12861/17992/68202/13063/12122/66108/66091/12865/110323/68197/67003/70316/13106/12869/16334/75406/66594/66414/67184/66916/12857/66925/12858/12866/22273/66152/22272/21428/66694/67530/407785/66945/12867/12864/66218/66445/67130/19013/68194/100041273/100042503/68342/78330/72900/17991/225887/17995/12868/67264/17708/17711",70
"Down","Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease","97/1010","308/9575",0.314935064935065,2.98564677896361,12.1633019243149,1.37443323937833e-24,4.56311835473605e-23,3.45778467590969e-23,"12859/66495/227197/22145/67273/66052/226646/16513/11949/68375/228033/68349/18795/84682/67126/104130/11740/54405/66142/66046/66377/11950/230075/66576/67680/56717/19017/26414/12861/17992/68202/13063/66108/66091/12865/110323/68197/381917/67003/70316/12869/66043/75406/66594/66414/11947/67184/22227/66916/12857/105675/66925/12858/12866/22273/66152/22333/22272/14778/11951/22123/71679/75512/66694/67530/407785/66945/12867/13411/12864/66218/66445/67130/68194/100041273/100042503/11957/20655/28080/20656/68342/78330/74764/72900/17991/11946/225887/17995/12868/67264/17716/17717/17708/17719/17721/17722/17711",97
"Down","Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","109/1010","389/9575",0.280205655526992,2.65640510066431,11.4530683919949,6.49220330599766e-23,1.9594649978102e-21,1.48481970347698e-21,"12859/66495/227197/22145/67273/66052/226646/11949/68375/228033/68349/18795/84682/67126/104130/11740/54405/66142/15108/66046/66377/17380/22414/11950/67547/230075/66576/67680/56717/26414/12861/18125/11938/17992/68202/13063/22419/12122/14433/66108/66091/12865/110323/50490/68197/67003/70316/12869/16334/66043/75406/66594/66414/11947/72002/16956/67184/66916/12857/105675/66925/12858/75600/68318/12866/22273/66152/22333/22272/11951/22123/17762/69806/14813/71679/12671/66694/67530/407785/66945/12867/12864/66218/66445/67130/68194/100041273/100042503/11957/28080/68342/78330/74764/72900/17991/11946/225887/17995/12868/12675/22423/67264/17716/17717/17708/17719/17721/17722/17711",109
"Down","Cellular Processes","Transport and catabolism","mmu04146","Peroxisome","45/1010","87/9575",0.517241379310345,4.90355069989758,12.5596005606048,7.07572293451455e-22,1.95761667854902e-20,1.48341910644647e-20,"111175/16922/12908/228061/12359/26458/59038/58869/56185/19299/209186/230161/12012/20280/15356/74114/80911/19301/13142/76263/51798/110959/18631/269951/56535/18634/14081/56690/93732/56794/28200/13850/235674/11430/69123/19300/17117/20524/93734/74147/20655/20656/26378/67993/54683",45
"Down","Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism","26/1010","32/9575",0.8125,7.70266089108911,13.041378201129,1.45044377945499e-20,3.70421026753121e-19,2.80693168655662e-19,"14645/12359/68738/60525/56185/11428/76238/68180/17448/73724/108037/68133/110821/110446/66904/235582/434437/17449/20425/71562/13382/11429/110460/17850/104174/67432",26
"Down","Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","100/1010","375/9575",0.266666666666667,2.52805280528053,10.3658232072086,2.29688126121951e-19,5.44688984803483e-18,4.12747835662753e-18,"12859/66495/227197/22145/67273/66052/226646/11949/68375/228033/68349/12359/84682/67126/104130/54405/66142/237082/66046/66377/11950/230075/66576/68943/67680/56717/12861/18125/17992/68202/13063/12122/66108/66091/12865/110323/68197/381917/67003/70316/12869/103172/66043/75406/66594/66414/11947/67184/66916/12857/66925/12858/12866/22273/66152/22333/22272/14778/11951/22123/14813/71679/75512/66694/75477/67530/407785/66945/12867/382562/13411/12864/66218/66445/67130/68194/100041273/100042503/11957/20655/28080/50873/68342/78330/74764/72900/17991/11946/225887/17995/12460/12868/67264/17716/17717/17708/17719/17721/17722/17711",100
